ds;y;Região;Temperatura;Umidade;População 2024;e_feriado;dia_semana;dia_mes;semana_ano;mes;trimestre
2024-03-16;3551,921;Norte;26,8;83,6;18669345;False;5;16;11;3;1
2024-03-16;27894,300000000003;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;5;16;11;3;1
2024-03-16;8900,152;Sul;22,7;79,3;31113021;False;5;16;11;3;1
2024-03-17;7819,874000000001;Nordeste;27,1;77,3;57112096;False;6;17;11;3;1
2024-03-17;3480,02;Norte;26,8;83,6;18669345;False;6;17;11;3;1
2024-03-17;26906,625;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;6;17;11;3;1
2024-03-17;8091,671;Sul;22,7;79,3;31113021;False;6;17;11;3;1
2024-03-18;8817,659;Nordeste;27,1;77,3;57112096;False;0;18;12;3;1
2024-03-18;3714,419;Norte;26,8;83,6;18669345;False;0;18;12;3;1
2024-03-18;30230,481;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;0;18;12;3;1
2024-03-18;9281,3;Sul;22,7;79,3;31113021;False;0;18;12;3;1
2024-03-19;8865,45;Nordeste;27,1;77,3;57112096;False;1;19;12;3;1
2024-03-19;3759,652;Norte;26,8;83,6;18669345;False;1;19;12;3;1
2024-03-19;30302,510000000002;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;1;19;12;3;1
2024-03-19;9894,731;Sul;22,7;79,3;31113021;False;1;19;12;3;1
2024-03-20;8958,717;Nordeste;27,1;77,3;57112096;False;2;20;12;3;1
2024-03-20;3831,453;Norte;26,8;83,6;18669345;False;2;20;12;3;1
2024-03-20;29932,462;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;2;20;12;3;1
2024-03-20;10084,072;Sul;22,7;79,3;31113021;False;2;20;12;3;1
2024-03-21;9029,305;Nordeste;27,1;77,3;57112096;False;3;21;12;3;1
2024-03-21;3767,275;Norte;26,8;83,6;18669345;False;3;21;12;3;1
2024-03-21;30249,735;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;3;21;12;3;1
2024-03-21;9235,035;Sul;22,7;79,3;31113021;False;3;21;12;3;1
2024-03-22;8955,216;Nordeste;27,1;77,3;57112096;False;4;22;12;3;1
2024-03-22;3756,558;Norte;26,8;83,6;18669345;False;4;22;12;3;1
2024-03-22;27571,542999999998;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;4;22;12;3;1
2024-03-22;7470,218;Sul;22,7;79,3;31113021;False;4;22;12;3;1
2024-03-23;8224,793;Nordeste;27,1;77,3;57112096;False;5;23;12;3;1
2024-03-23;3539,4469999999997;Norte;26,8;83,6;18669345;False;5;23;12;3;1
2024-03-23;23050,195;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;5;23;12;3;1
2024-03-23;6277,836;Sul;22,7;79,3;31113021;False;5;23;12;3;1
2024-03-24;7657,373;Nordeste;27,1;77,3;57112096;False;6;24;12;3;1
2024-03-24;3349,6040000000003;Norte;26,8;83,6;18669345;False;6;24;12;3;1
2024-03-24;20822,787;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;6;24;12;3;1
2024-03-24;6087,654;Sul;22,7;79,3;31113021;False;6;24;12;3;1
2024-03-25;8610,96;Nordeste;27,1;77,3;57112096;False;0;25;13;3;1
2024-03-25;3628,758;Norte;26,8;83,6;18669345;False;0;25;13;3;1
2024-03-25;24251,412;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;0;25;13;3;1
2024-03-25;7589,079;Sul;22,7;79,3;31113021;False;0;25;13;3;1
2024-03-26;8893,208;Nordeste;27,1;77,3;57112096;False;1;26;13;3;1
2024-03-26;3713,089;Norte;26,8;83,6;18669345;False;1;26;13;3;1
2024-03-26;24734,063000000002;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;1;26;13;3;1
2024-03-26;7723,607;Sul;22,7;79,3;31113021;False;1;26;13;3;1
2024-03-27;8847,354;Nordeste;27,1;77,3;57112096;False;2;27;13;3;1
2024-03-27;3850,096;Norte;26,8;83,6;18669345;False;2;27;13;3;1
2024-03-27;24164,875;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;2;27;13;3;1
2024-03-27;7837,023;Sul;22,7;79,3;31113021;False;2;27;13;3;1
2024-03-28;8326,494;Nordeste;27,1;77,3;57112096;False;3;28;13;3;1
2024-03-28;3602,689;Norte;26,8;83,6;18669345;False;3;28;13;3;1
2024-03-28;23742,311999999998;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;3;28;13;3;1
2024-03-28;8107,7880000000005;Sul;22,7;79,3;31113021;False;3;28;13;3;1
2024-03-29;7564,637000000001;Nordeste;27,1;77,3;57112096;True;4;29;13;3;1
2024-03-29;3287,6659999999997;Norte;26,8;83,6;18669345;True;4;29;13;3;1
2024-03-29;20818,131999999998;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;True;4;29;13;3;1
2024-03-29;6688,885;Sul;22,7;79,3;31113021;True;4;29;13;3;1
2024-03-30;7873,860000000001;Nordeste;27,1;77,3;57112096;False;5;30;13;3;1
2024-03-30;3401,89;Norte;26,8;83,6;18669345;False;5;30;13;3;1
2024-03-30;22338,042;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;5;30;13;3;1
2024-03-30;6928,395;Sul;22,7;79,3;31113021;False;5;30;13;3;1
2024-03-31;7520,807000000001;Nordeste;27,1;77,3;57112096;False;6;31;13;3;1
2024-03-31;3536,616;Norte;26,8;83,6;18669345;False;6;31;13;3;1
2024-03-31;21292,297;Sudeste/Centro-Oeste;24,977678881704644;78,63538949756195;105689288;False;6;31;13;3;1
2024-03-31;6967,7880000000005;Sul;22,7;79,3;31113021;False;6;31;13;3;1
2024-04-01;8597,08;Nordeste;26,4;80,4;57112096;False;0;1;14;4;2
2024-04-01;3971,9;Norte;26,7;84,3;18669345;False;0;1;14;4;2
2024-04-01;25018,107;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;0;1;14;4;2
2024-04-01;8751,61;Sul;20,9;82,0;31113021;False;0;1;14;4;2
2024-04-02;8848,469;Nordeste;26,4;80,4;57112096;False;1;2;14;4;2
2024-04-02;3976,439;Norte;26,7;84,3;18669345;False;1;2;14;4;2
2024-04-02;25937,75;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;1;2;14;4;2
2024-04-02;8508,981;Sul;20,9;82,0;31113021;False;1;2;14;4;2
2024-04-03;8731,039999999999;Nordeste;26,4;80,4;57112096;False;2;3;14;4;2
2024-04-03;3940,36;Norte;26,7;84,3;18669345;False;2;3;14;4;2
2024-04-03;26165,41;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;2;3;14;4;2
2024-04-03;8482,998;Sul;20,9;82,0;31113021;False;2;3;14;4;2
2024-04-04;8601,539999999999;Nordeste;26,4;80,4;57112096;False;3;4;14;4;2
2024-04-04;3904,025;Norte;26,7;84,3;18669345;False;3;4;14;4;2
2024-04-04;26975,084;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;3;4;14;4;2
2024-04-04;9204,486;Sul;20,9;82,0;31113021;False;3;4;14;4;2
2024-04-05;8237,173999999999;Nordeste;26,4;80,4;57112096;False;4;5;14;4;2
2024-04-05;3804,9449999999997;Norte;26,7;84,3;18669345;False;4;5;14;4;2
2024-04-05;26926,928;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;4;5;14;4;2
2024-04-05;8816,794;Sul;20,9;82,0;31113021;False;4;5;14;4;2
2024-04-06;7789,493;Nordeste;26,4;80,4;57112096;False;5;6;14;4;2
2024-04-06;3607,476;Norte;26,7;84,3;18669345;False;5;6;14;4;2
2024-04-06;23981,536;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;5;6;14;4;2
2024-04-06;6833,336;Sul;20,9;82,0;31113021;False;5;6;14;4;2
2024-04-07;7405,854;Nordeste;26,4;80,4;57112096;False;6;7;14;4;2
2024-04-07;3505,306;Norte;26,7;84,3;18669345;False;6;7;14;4;2
2024-04-07;22248,09;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;6;7;14;4;2
2024-04-07;6651,749;Sul;20,9;82,0;31113021;False;6;7;14;4;2
2024-04-08;8315,266;Nordeste;26,4;80,4;57112096;False;0;8;15;4;2
2024-04-08;3903,1490000000003;Norte;26,7;84,3;18669345;False;0;8;15;4;2
2024-04-08;25508,260000000002;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;0;8;15;4;2
2024-04-08;7693,249;Sul;20,9;82,0;31113021;False;0;8;15;4;2
2024-04-09;8488,039;Nordeste;26,4;80,4;57112096;False;1;9;15;4;2
2024-04-09;3890,112;Norte;26,7;84,3;18669345;False;1;9;15;4;2
2024-04-09;26408,203;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;1;9;15;4;2
2024-04-09;8106,622;Sul;20,9;82,0;31113021;False;1;9;15;4;2
2024-04-10;8507,362;Nordeste;26,4;80,4;57112096;False;2;10;15;4;2
2024-04-10;3927,129;Norte;26,7;84,3;18669345;False;2;10;15;4;2
2024-04-10;26436,078999999998;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;2;10;15;4;2
2024-04-10;8444,505;Sul;20,9;82,0;31113021;False;2;10;15;4;2
2024-04-11;8553,714;Nordeste;26,4;80,4;57112096;False;3;11;15;4;2
2024-04-11;4039,743;Norte;26,7;84,3;18669345;False;3;11;15;4;2
2024-04-11;26715,148999999998;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;3;11;15;4;2
2024-04-11;8281,094000000001;Sul;20,9;82,0;31113021;False;3;11;15;4;2
2024-04-12;8517,892;Nordeste;26,4;80,4;57112096;False;4;12;15;4;2
2024-04-12;3896,89;Norte;26,7;84,3;18669345;False;4;12;15;4;2
2024-04-12;26289,292999999998;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;4;12;15;4;2
2024-04-12;7746,446;Sul;20,9;82,0;31113021;False;4;12;15;4;2
2024-04-13;7874,632;Nordeste;26,4;80,4;57112096;False;5;13;15;4;2
2024-04-13;3565,6200000000003;Norte;26,7;84,3;18669345;False;5;13;15;4;2
2024-04-13;23731,611;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;5;13;15;4;2
2024-04-13;7191,5650000000005;Sul;20,9;82,0;31113021;False;5;13;15;4;2
2024-04-14;7505,391;Nordeste;26,4;80,4;57112096;False;6;14;15;4;2
2024-04-14;3326,5950000000003;Norte;26,7;84,3;18669345;False;6;14;15;4;2
2024-04-14;22517,947;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;6;14;15;4;2
2024-04-14;6846,244;Sul;20,9;82,0;31113021;False;6;14;15;4;2
2024-04-15;8496,142;Nordeste;26,4;80,4;57112096;False;0;15;16;4;2
2024-04-15;3854,978;Norte;26,7;84,3;18669345;False;0;15;16;4;2
2024-04-15;25703,699;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;0;15;16;4;2
2024-04-15;8113,799000000001;Sul;20,9;82,0;31113021;False;0;15;16;4;2
2024-04-16;8602,302;Nordeste;26,4;80,4;57112096;False;1;16;16;4;2
2024-04-16;3988,572;Norte;26,7;84,3;18669345;False;1;16;16;4;2
2024-04-16;26645,3;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;1;16;16;4;2
2024-04-16;8324,172;Sul;20,9;82,0;31113021;False;1;16;16;4;2
2024-04-17;8336,339;Nordeste;26,4;80,4;57112096;False;2;17;16;4;2
2024-04-17;4037,793;Norte;26,7;84,3;18669345;False;2;17;16;4;2
2024-04-17;26919,443;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;2;17;16;4;2
2024-04-17;6972,909;Sul;20,9;82,0;31113021;False;2;17;16;4;2
2024-04-18;8498,328;Nordeste;26,4;80,4;57112096;False;3;18;16;4;2
2024-04-18;3877,934;Norte;26,7;84,3;18669345;False;3;18;16;4;2
2024-04-18;25092,719;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;3;18;16;4;2
2024-04-18;6426,4800000000005;Sul;20,9;82,0;31113021;False;3;18;16;4;2
2024-04-19;8431,81;Nordeste;26,4;80,4;57112096;False;4;19;16;4;2
2024-04-19;3815,343;Norte;26,7;84,3;18669345;False;4;19;16;4;2
2024-04-19;23432,317000000003;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;4;19;16;4;2
2024-04-19;6373,475;Sul;20,9;82,0;31113021;False;4;19;16;4;2
2024-04-20;7723,665;Nordeste;26,4;80,4;57112096;False;5;20;16;4;2
2024-04-20;3627,786;Norte;26,7;84,3;18669345;False;5;20;16;4;2
2024-04-20;21657,476000000002;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;5;20;16;4;2
2024-04-20;5717,886;Sul;20,9;82,0;31113021;False;5;20;16;4;2
2024-04-21;7090,139;Nordeste;26,4;80,4;57112096;True;6;21;16;4;2
2024-04-21;3372,148;Norte;26,7;84,3;18669345;True;6;21;16;4;2
2024-04-21;20461,975;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;True;6;21;16;4;2
2024-04-21;5502,2880000000005;Sul;20,9;82,0;31113021;True;6;21;16;4;2
2024-04-22;8195,872;Nordeste;26,4;80,4;57112096;False;0;22;17;4;2
2024-04-22;3782,1119999999996;Norte;26,7;84,3;18669345;False;0;22;17;4;2
2024-04-22;23890,458;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;0;22;17;4;2
2024-04-22;7290,253000000001;Sul;20,9;82,0;31113021;False;0;22;17;4;2
2024-04-23;8320,735;Nordeste;26,4;80,4;57112096;False;1;23;17;4;2
2024-04-23;3870,853;Norte;26,7;84,3;18669345;False;1;23;17;4;2
2024-04-23;24936,377;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;1;23;17;4;2
2024-04-23;7867,218;Sul;20,9;82,0;31113021;False;1;23;17;4;2
2024-04-24;8410,706;Nordeste;26,4;80,4;57112096;False;2;24;17;4;2
2024-04-24;3825,428;Norte;26,7;84,3;18669345;False;2;24;17;4;2
2024-04-24;26282,273;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;2;24;17;4;2
2024-04-24;7886,623;Sul;20,9;82,0;31113021;False;2;24;17;4;2
2024-04-25;8471,718;Nordeste;26,4;80,4;57112096;False;3;25;17;4;2
2024-04-25;3797,845;Norte;26,7;84,3;18669345;False;3;25;17;4;2
2024-04-25;26412,019;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;3;25;17;4;2
2024-04-25;7387,242;Sul;20,9;82,0;31113021;False;3;25;17;4;2
2024-04-26;8530,129;Nordeste;26,4;80,4;57112096;False;4;26;17;4;2
2024-04-26;3772,636;Norte;26,7;84,3;18669345;False;4;26;17;4;2
2024-04-26;26251,126;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;4;26;17;4;2
2024-04-26;7481,0689999999995;Sul;20,9;82,0;31113021;False;4;26;17;4;2
2024-04-27;7798,923;Nordeste;26,4;80,4;57112096;False;5;27;17;4;2
2024-04-27;3694,466;Norte;26,7;84,3;18669345;False;5;27;17;4;2
2024-04-27;24352,02;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;5;27;17;4;2
2024-04-27;7146,284;Sul;20,9;82,0;31113021;False;5;27;17;4;2
2024-04-28;7372,724999999999;Nordeste;26,4;80,4;57112096;False;6;28;17;4;2
2024-04-28;3587,545;Norte;26,7;84,3;18669345;False;6;28;17;4;2
2024-04-28;23631,812;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;6;28;17;4;2
2024-04-28;6707,178;Sul;20,9;82,0;31113021;False;6;28;17;4;2
2024-04-29;8219,781;Nordeste;26,4;80,4;57112096;False;0;29;18;4;2
2024-04-29;4005,944;Norte;26,7;84,3;18669345;False;0;29;18;4;2
2024-04-29;27242,4;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;0;29;18;4;2
2024-04-29;7831,112;Sul;20,9;82,0;31113021;False;0;29;18;4;2
2024-04-30;8271,143;Nordeste;26,4;80,4;57112096;False;1;30;18;4;2
2024-04-30;3945,034;Norte;26,7;84,3;18669345;False;1;30;18;4;2
2024-04-30;27588,533000000003;Sudeste/Centro-Oeste;23,90689988658075;75,77459463536172;105689288;False;1;30;18;4;2
2024-04-30;8106,651;Sul;20,9;82,0;31113021;False;1;30;18;4;2
2024-05-01;7527,6179999999995;Nordeste;25,8;75,7;57112096;True;2;1;18;5;2
2024-05-01;3616,075;Norte;26,7;79,5;18669345;True;2;1;18;5;2
2024-05-01;24977,129;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;True;2;1;18;5;2
2024-05-01;7189,585999999999;Sul;16,5;83,9;31113021;True;2;1;18;5;2
2024-05-02;8390,382;Nordeste;25,8;75,7;57112096;False;3;2;18;5;2
2024-05-02;4040,782;Norte;26,7;79,5;18669345;False;3;2;18;5;2
2024-05-02;28076,428;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;3;2;18;5;2
2024-05-02;8105,549;Sul;16,5;83,9;31113021;False;3;2;18;5;2
2024-05-03;8413,485;Nordeste;25,8;75,7;57112096;False;4;3;18;5;2
2024-05-03;4126,653;Norte;26,7;79,5;18669345;False;4;3;18;5;2
2024-05-03;27745,521;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;4;3;18;5;2
2024-05-03;7665,284;Sul;16,5;83,9;31113021;False;4;3;18;5;2
2024-05-04;7829,971;Nordeste;25,8;75,7;57112096;False;5;4;18;5;2
2024-05-04;3886,432;Norte;26,7;79,5;18669345;False;5;4;18;5;2
2024-05-04;25024,518;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;5;4;18;5;2
2024-05-04;6749,248;Sul;16,5;83,9;31113021;False;5;4;18;5;2
2024-05-05;7431,248;Nordeste;25,8;75,7;57112096;False;6;5;18;5;2
2024-05-05;3722,022;Norte;26,7;79,5;18669345;False;6;5;18;5;2
2024-05-05;23460,886;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;6;5;18;5;2
2024-05-05;6173,264;Sul;16,5;83,9;31113021;False;6;5;18;5;2
2024-05-06;8262,175;Nordeste;25,8;75,7;57112096;False;0;6;19;5;2
2024-05-06;4025,417;Norte;26,7;79,5;18669345;False;0;6;19;5;2
2024-05-06;26462,498;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;0;6;19;5;2
2024-05-06;7413,837;Sul;16,5;83,9;31113021;False;0;6;19;5;2
2024-05-07;8279,637999999999;Nordeste;25,8;75,7;57112096;False;1;7;19;5;2
2024-05-07;3923,988;Norte;26,7;79,5;18669345;False;1;7;19;5;2
2024-05-07;27062,787;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;1;7;19;5;2
2024-05-07;7864,742;Sul;16,5;83,9;31113021;False;1;7;19;5;2
2024-05-08;8331,17;Nordeste;25,8;75,7;57112096;False;2;8;19;5;2
2024-05-08;4056,647;Norte;26,7;79,5;18669345;False;2;8;19;5;2
2024-05-08;27313,974000000002;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;2;8;19;5;2
2024-05-08;8307,169;Sul;16,5;83,9;31113021;False;2;8;19;5;2
2024-05-09;8346,206;Nordeste;25,8;75,7;57112096;False;3;9;19;5;2
2024-05-09;4205,089;Norte;26,7;79,5;18669345;False;3;9;19;5;2
2024-05-09;27469,381999999998;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;3;9;19;5;2
2024-05-09;7653,745999999999;Sul;16,5;83,9;31113021;False;3;9;19;5;2
2024-05-10;8233,483;Nordeste;25,8;75,7;57112096;False;4;10;19;5;2
2024-05-10;4142,134;Norte;26,7;79,5;18669345;False;4;10;19;5;2
2024-05-10;26847,674;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;4;10;19;5;2
2024-05-10;7486,25;Sul;16,5;83,9;31113021;False;4;10;19;5;2
2024-05-11;7806,1759999999995;Nordeste;25,8;75,7;57112096;False;5;11;19;5;2
2024-05-11;3812,478;Norte;26,7;79,5;18669345;False;5;11;19;5;2
2024-05-11;24659,048000000003;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;5;11;19;5;2
2024-05-11;6830,077;Sul;16,5;83,9;31113021;False;5;11;19;5;2
2024-05-12;7291,296;Nordeste;25,8;75,7;57112096;False;6;12;19;5;2
2024-05-12;3596,636;Norte;26,7;79,5;18669345;False;6;12;19;5;2
2024-05-12;22909,332000000002;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;6;12;19;5;2
2024-05-12;6412,6810000000005;Sul;16,5;83,9;31113021;False;6;12;19;5;2
2024-05-13;8388,993;Nordeste;25,8;75,7;57112096;False;0;13;20;5;2
2024-05-13;4038,8779999999997;Norte;26,7;79,5;18669345;False;0;13;20;5;2
2024-05-13;26677,8;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;0;13;20;5;2
2024-05-13;7683,290999999999;Sul;16,5;83,9;31113021;False;0;13;20;5;2
2024-05-14;8717,503;Nordeste;25,8;75,7;57112096;False;1;14;20;5;2
2024-05-14;4099,982;Norte;26,7;79,5;18669345;False;1;14;20;5;2
2024-05-14;25953,076;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;1;14;20;5;2
2024-05-14;7123,215;Sul;16,5;83,9;31113021;False;1;14;20;5;2
2024-05-15;8681,754;Nordeste;25,8;75,7;57112096;False;2;15;20;5;2
2024-05-15;4163,644;Norte;26,7;79,5;18669345;False;2;15;20;5;2
2024-05-15;24431,164;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;2;15;20;5;2
2024-05-15;6902,424999999999;Sul;16,5;83,9;31113021;False;2;15;20;5;2
2024-05-16;8454,285;Nordeste;25,8;75,7;57112096;False;3;16;20;5;2
2024-05-16;4093,555;Norte;26,7;79,5;18669345;False;3;16;20;5;2
2024-05-16;24475,995000000003;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;3;16;20;5;2
2024-05-16;7400,907999999999;Sul;16,5;83,9;31113021;False;3;16;20;5;2
2024-05-17;8237,177;Nordeste;25,8;75,7;57112096;False;4;17;20;5;2
2024-05-17;3886,365;Norte;26,7;79,5;18669345;False;4;17;20;5;2
2024-05-17;25694,533;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;4;17;20;5;2
2024-05-17;7398,0470000000005;Sul;16,5;83,9;31113021;False;4;17;20;5;2
2024-05-18;7670,055;Nordeste;25,8;75,7;57112096;False;5;18;20;5;2
2024-05-18;3591,1710000000003;Norte;26,7;79,5;18669345;False;5;18;20;5;2
2024-05-18;23847,275999999998;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;5;18;20;5;2
2024-05-18;6989,585;Sul;16,5;83,9;31113021;False;5;18;20;5;2
2024-05-19;7227,272;Nordeste;25,8;75,7;57112096;False;6;19;20;5;2
2024-05-19;3545,0919999999996;Norte;26,7;79,5;18669345;False;6;19;20;5;2
2024-05-19;22018,253;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;6;19;20;5;2
2024-05-19;6492,524;Sul;16,5;83,9;31113021;False;6;19;20;5;2
2024-05-20;7948,814;Nordeste;25,8;75,7;57112096;False;0;20;21;5;2
2024-05-20;3893,3520000000003;Norte;26,7;79,5;18669345;False;0;20;21;5;2
2024-05-20;24470,182999999997;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;0;20;21;5;2
2024-05-20;6711,009;Sul;16,5;83,9;31113021;False;0;20;21;5;2
2024-05-21;8114,869;Nordeste;25,8;75,7;57112096;False;1;21;21;5;2
2024-05-21;4013,861;Norte;26,7;79,5;18669345;False;1;21;21;5;2
2024-05-21;24426,307999999997;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;1;21;21;5;2
2024-05-21;6816,1;Sul;16,5;83,9;31113021;False;1;21;21;5;2
2024-05-22;8160,274;Nordeste;25,8;75,7;57112096;False;2;22;21;5;2
2024-05-22;4134,803;Norte;26,7;79,5;18669345;False;2;22;21;5;2
2024-05-22;24754,132;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;2;22;21;5;2
2024-05-22;6911,9529999999995;Sul;16,5;83,9;31113021;False;2;22;21;5;2
2024-05-23;8211,764;Nordeste;25,8;75,7;57112096;False;3;23;21;5;2
2024-05-23;4183,169;Norte;26,7;79,5;18669345;False;3;23;21;5;2
2024-05-23;24980,492;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;3;23;21;5;2
2024-05-23;7436,895;Sul;16,5;83,9;31113021;False;3;23;21;5;2
2024-05-24;7947,433;Nordeste;25,8;75,7;57112096;False;4;24;21;5;2
2024-05-24;4141,443;Norte;26,7;79,5;18669345;False;4;24;21;5;2
2024-05-24;24962,807;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;4;24;21;5;2
2024-05-24;7490,764;Sul;16,5;83,9;31113021;False;4;24;21;5;2
2024-05-25;7587,506;Nordeste;25,8;75,7;57112096;False;5;25;21;5;2
2024-05-25;3793,853;Norte;26,7;79,5;18669345;False;5;25;21;5;2
2024-05-25;22265,476;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;5;25;21;5;2
2024-05-25;6593,938;Sul;16,5;83,9;31113021;False;5;25;21;5;2
2024-05-26;7141,776;Nordeste;25,8;75,7;57112096;False;6;26;21;5;2
2024-05-26;3641,57;Norte;26,7;79,5;18669345;False;6;26;21;5;2
2024-05-26;20042,587;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;6;26;21;5;2
2024-05-26;6248,573;Sul;16,5;83,9;31113021;False;6;26;21;5;2
2024-05-27;7813,481;Nordeste;25,8;75,7;57112096;False;0;27;22;5;2
2024-05-27;3901,6040000000003;Norte;26,7;79,5;18669345;False;0;27;22;5;2
2024-05-27;22202,688000000002;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;0;27;22;5;2
2024-05-27;7696,9220000000005;Sul;16,5;83,9;31113021;False;0;27;22;5;2
2024-05-28;8019,593;Nordeste;25,8;75,7;57112096;False;1;28;22;5;2
2024-05-28;3861,2079999999996;Norte;26,7;79,5;18669345;False;1;28;22;5;2
2024-05-28;22556,163;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;1;28;22;5;2
2024-05-28;7303,469999999999;Sul;16,5;83,9;31113021;False;1;28;22;5;2
2024-05-29;7939,001;Nordeste;25,8;75,7;57112096;False;2;29;22;5;2
2024-05-29;3832,527;Norte;26,7;79,5;18669345;False;2;29;22;5;2
2024-05-29;21593,576999999997;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;2;29;22;5;2
2024-05-29;6963,338;Sul;16,5;83,9;31113021;False;2;29;22;5;2
2024-05-30;7348,68;Nordeste;25,8;75,7;57112096;False;3;30;22;5;2
2024-05-30;3562,582;Norte;26,7;79,5;18669345;False;3;30;22;5;2
2024-05-30;19377,716999999997;Sudeste/Centro-Oeste;22,30998413292367;70,68311598049559;105689288;False;3;30;22;5;2
2024-05-30;5973,932;Sul;16,5;83,9;31113021;False;3;30;22;5;2
